ID,Tool
5240,Chicote 32 Amp. 5 Pinos - 16 Amp. 4 Pinos
4364,Chicote CEE - Schuko Triplo
8291,Cilindro Hidráulico Compacto 30 Ton
6624,Caixa de Ferramenta Mecânico
9238,Tirfor 1600 Kg (guincho manual de cabo passante)
9998,Antiqueda com chicote em V com amortecedor/absorvedor
8691,Arnês de Segurança
7849,Cinta Plana 4 Ton 6 Metros
9105,Projetor LED a bateria
8585,"Cinta Plana 2 Ton 1,5 Metros"
7332,"Cinta Plana 2 Ton 1,5 Metros"
8408,Mangueira de Ar
10332,Extensão 32 Amp. 4 Pinos
11628,"Tarraxa Manual 1/2"" - 2"""
11956,Cilindro Hidráulico 12 Ton
7069,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão)"
7681,Caixa de Ferramenta Mecânico
71097,Suporte Bico M10 MIG/MAG Tocha KEMPPI
10760,Extensão Tripla 220V
9562,Antiqueda com chicote em V com amortecedor/absorvedor
23146,"Diferencial de 1,5 Ton"
8867,"Chave para tubos 10"" (grifos)"
12512,Chicote 32 Amp. 5 Pinos - 16 Amp. 4 Pinos
7874,Chicote CEE - Schuko Simples
9008,Extensão 16 Amp. 4 Pinos
20470,Saca Rolamentos Hidraúlico
10249,Alcaiata rotativa macho M24 (Olhal de Suspensão) - Perdido Contentor 30
10247,Alcaiata rotativa macho M24 (Olhal de Suspensão) - Perdido Contentor 30
8581,"Cinta Plana 2 Ton 1,5 Metros - Perdido Contentor 30"
16596,Cilindro Hidráulico furado 30 Ton
24404,Pistola de rebitar a bateria
26227,Arnês de Segurança
12809,Lança dar calor
23497,Alicate Freios Int. Pontas Curvas 175 mm
8821,"Aparafusadora Pneumática de Impacto 1/2"""
23119,"Chave de Impacto Longa 3/4"" 46 mm"
27656,Desandador manual machos N2
26784,Chicote 63 Amp. 5 Pinos  - 32 Amp. 4 Pinos
33504,Escovilhão com haste para rebolo inox
4000,Extensão de Alicate
22104,Extensão Tripla 220V
4234,Extensão Tripla 220V
28949,Cabo Elétrico H07V-K (FV) 10 PRETO
11759,Cinta Plana 3 Ton 2 Metros
10254,Alcaiata rotativa macho M20 (Olhal de Suspensão)
9126,Berbequim pedra / ferro
6622,Caixa de Ferramenta Mecânico
9101,Projetor LED a bateria - Perdido Contentor 30
52709,Silicone transparente
23661,Broca de Ferro HSS 7mm
22499,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão)"
9125,Berbequim pedra / ferro
8958,Extensão 16 Amp. 4 Pinos
8950,Extensão 16 Amp. 4 Pinos
58285,Retificadora diam. 230 mm
58286,Retificadora diam. 230 mm
8322,Caixa de Ferramenta Mecânico c/ roquete
32028,"Manilha de 3/4"""
32030,"Manilha de 5/8"""
7050,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão)"
108910,"Fato Químico Térmico XL Tipo 3,4,5"
27270,Álcool Gel base 70%
12275,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão)"
8693,Arnês de Segurança
7999,"Chave de Impacto 3/4"" 33 mm"
22507,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)"
16539,Bancada com torno - António Junior
4871,Extensão 32 Amp. 4 Pinos
6751,Aparelho de soldar
21067,Mangueira de Oxicorte
16602,Cilindro Hidráulico 5 Ton
4941,Extensão Tripla 220V
8822,Cilindro Hidráulico furado 20TON
29171,Cinta Plana 3 Ton 5 Metros
10326,Extensão 32 Amp. 4 Pinos
22807,"Chave de Impacto longa 1/2"" 17 mm"
12066,Baú de Arrumação
20746,Diferencial de 2 Ton
12533,Extensão 16 Amp. 4 Pinos
33615,Projetor LED a bateria
7888,Mangueira de Ar
65520,Chave Gancho Pancada 30-40
12578,Cinta Plana 4 Ton 6 Metros
10037,Cinta Redonda 10 Ton 6 Metros
12600,Chicote 32 Amp. 5 Pinos - 16 Amp. 5 Pinos
12577,Cinta Plana 4 Ton 6 Metros
4314,Retificadora diam. 230 mm
24121,Alicate para curvar Tubos 10mm
10989,Projetor LED a bateria
30078,Canga média (300-400)
14979,Cinta Plana 4 Ton 6 Metros
137563,Mangueira para Bomba Hidráulica
21815,Extensão 32 Amp. 4 Pinos
4849,"Aparafusadora de impacto a bateria 1/2"""
10430,Chicote 32 Amp. 5 Pinos - 32 Amp. 4 Pinos
8323,Caixa de Ferramenta Mecânico c/ roquete
58231,Jogo de Chaves Aperto KM's (Gancho Duplo)
4763,Projetor 24V
6361,Extensão 16 Amp. 4 Pinos
21809,Extensão 32 Amp. 4 Pinos
8778,"Diferencial de 0,5 Ton"
15413,Cinta redonda 5 Ton
9547,Caixa de Ferramenta Mecânico
6407,Chicote 16 Amp. 5 Pinos - 16 Amp. 4 Pinos
27316,Chicote CEE - Schuko Simples
22503,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)"
32192,Tocha MIG MAG (não refrigerada)
5462,Berbequim pedra / ferro
11372,"Diferencial de 0,5 Ton"
23141,"Diferencial de 1,5 Ton"
5677,Retificadora diam. 180 mm
27359,Caixa de Ferramenta Mecânico
33149,Baias/ Barreiras de protecção
13237,"Antiqueda retrátil 3,3M - Perdido Contentor 30"
9076,Retificadora diam. 180 mm
5803,Pimenteiro (Quadro Elétrico)
18990,"Aparafusadora de Impacto a bateria 3/4"""
4504,Retificadora diam. 180 mm
31759,Chicote CEE - Schuko Triplo
6775,"Diferencial de 1,5 Ton"
29654,Máquina de Indução Magnética TIH30
4416,Retificadora a bateria diam. 125 mm
39162,Lamela para Rebolo G60 30mm
23142,"Diferencial de 1,5 Ton"
55222,Cinta Plana 3 Ton 2 Metros
4353,Chicote CEE - Schuko Triplo
29889,Porca M40x1.5 PVC
20438,Retificadora diam. 125 mm
21798,Extensão Tripla 220V
31328,Cinta Plana 8 Ton 10 Metros
25827,Lança dar calor
25828,Lança dar calor
31327,Cinta Plana 8 Ton 10 Metros
12672,Macaco de Cremalheira 5 Ton
12673,Macaco de Cremalheira 5 Ton
30439,NÃO USAR - Fresa Rotativa Cónica em bico 12x6 - NÃO USAR
6214,Caixa de Ferramenta Mecânico
8335,Caixa de Ferramenta Mecânico c/ roquete
35191,Abafador ruído (capacete 3M)
10428,Chicote 32 Amp. 5 Pinos - 32 Amp. 4 Pinos
23143,"Diferencial de 1,5 Ton"
21060,Cinta Plana 4 Ton 6 Metros
15769,Caixa de Ferramenta Mecânico
9084,"Aparafusadora de Impacto a bateria 1/2"""
12534,Extensão 16 Amp. 4 Pinos
4322,"Aparafusadora de impacto 1/2"""
12571,Contentor de Apoio Nº31 (André Senos)
12535,Extensão 16 Amp. 4 Pinos
20221,Projetor LED a bateria
24350,Fio de Prumo completo
7245,Cilindro Hidráulico Compacto 10T
14537,Maçarico de corte (Lança de corte)
11146,Chicote 32 Amp. 4 Pinos - 16 Amp. 4 Pinos
9102,Projetor LED a bateria
24928,Alcaiata rotativa macho M30 (Olhal de Suspensão)
36156,Fresa WELDON HSS 15x30mm
12517,Chicote 16 Amp. 5 Pinos - 16 Amp. 4 Pinos
16918,Diferencial de 1 Ton
33741,Cinta Plana 3 Ton 4 Metros
2665,Cilindro Hidráulico FURADO 30 Ton
21422,Puxa 1.5 Ton (Diferencial Manual Alavanca / Camelão)
52153,Retificadora a bateria diam. 125 mm
34919,Extensão Tripla 220V
7251,Cilindro Hidráulico furado 30 Ton
8288,Cilindro Hidráulico Compacto 10 Ton
6413,Cinta Redonda 10 Ton 2 Metros
20682,Caixa de Ferramenta Mecânico
12572,Cinta Plana 12 Ton 8 Metros
25934,Berbequim angular
10028,Cinta Redonda 10 Ton 6 Metros
11367,Cinta Plana 12 Ton 8 Metros
12584,Cinta Plana 8 Ton 4 Metros
12585,Cinta Plana 8 Ton 4 Metros
10041,Cinta Redonda 8 Ton 6 Metros
12646,Projetor LED a bateria
10042,Cinta Redonda 8 Ton 6 Metros
12946,Retificadora diam. 125 mm
12532,Extensão 16 Amp. 4 Pinos
30288,Porta-identificação de fio 4-7mm²
20630,Chicote CEE - Schuko Triplo
12726,Caixa de Ferramenta Mecânico
4303,Rebolo (Retificadora direta)
58586,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão)"
22810,"Chave de Impacto longa 1/2"" 19 mm"
29548,Cinta Plana 1 Ton 2 Metros (Fina)
35092,Extensão Tripla 220V
34987,Extensão 220V Rolo
34847,Cinta Plana 1 Ton 3 Metros
34846,Cinta Plana 1 Ton 3 Metros
12793,Extensão 32 Amp. 4 Pinos
4481,Puxa 3 Ton (Diferencial Manual Alavanca / Camelão)
7252,Cilindro Hidráulico furado 30 Ton
9195,"Aparafusadora de Impacto a bateria 1/2"""
6648,Mangueira de Ar
28139,Espelho de Soldador
8206,Casaco Soldar Crute Tam. XXL
11604,Alicate de Arcair
20066,Diferencial de 1 Ton
11332,Berbequim de base magnética
5763,Caixa de Ferramenta Mecânico
8462,Chicote CEE - Schuko Triplo
9078,Berbequim de pedra (SDS MAX)
60917,Lança dar calor (oxi-acetileno)
61240,Chicote CEE - Schuko Triplo
60919,Lança dar calor (oxi-propano)
54049,Extensão Tripla 220V (Rolo)
108909,"Fato Químico Térmico L Tipo 3,4,5"
4361,Chicote CEE - Schuko Triplo
9048,Retificadora diam. 125 mm
14975,Cinta Redonda 8 Ton 6 Metros
17335,Extensão 32 Amp. 4 Pinos
69887,Broca de Ferro HSS 10mm
8084,Chicote CEE - Schuko Simples
57044,Cinta Plana 3 Ton 4 Metros
9079,"Aparafusadora de Impacto 1/2"""
11034,Aparelho de soldar
2677,Cilindro Hidráulico 5 Ton
2333,Rebolo (Retificadora direta)
12264,Caixa de Ferramenta Mecânico
50711,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão)"
8454,Chicote CEE - Schuko Triplo
36401,Berbequim Angular
4782,Caixa de Ferramenta Mecânico com Roquete e Agulheta
7100,Extensão 16 Amp. 4 Pinos
19339,Máquina de Cortar Juntas / Chapa
23145,"Diferencial de 1,5 Ton"
8697,Arnês de Segurança
15089,Cinta Plana 2 Ton 2 Metros
22493,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão)"
10681,"Jogo de Chaves de Caixa 1/2"" com roquete"
3178,Extensão 16 Amp. 4 Pinos
8548,"Chicote 32 Amp. 4 Pinos - 16 Amp. 4 Pinos	"
13786,"Cinta Plana 3 Ton 1,5 Metros"
24406,Extrator / Ventilador de Ar
3994,"Aparafusadora Pneumática de Impacto 3/4"""
21363,Caixa de Ferramenta Tubista
32189,Tocha MIG MAG (não refrigerada)
14315,Projetor LED a bateria
24687,"Manilhas de 2"""
21043,"Paquímetro 500mm - Resolução 0,02mm 500mm"
21718,Diferencial de 1 Ton
4347,"Aparafusadora de impacto 1/2"""
10014,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão)"
32572,Fresa WELDON HSS 28x30mm
14097,Esmeril
23149,Diferencial de 1 Ton
3613,Extensão Tripla 220V
17278,Diferencial de 1 Ton
9761,Cilindro Hidráulico 10 Ton
5785,Projetor LED
37604,Lança dar calor
20687,Caixa de Ferramenta Mecânico
8652,Extrator / Ventilador de Ar
5732,Extensão 16 Amp. 4 Pinos
7664,Antiqueda retrátil 15M
51842,Caixa de Ferramenta Mecânico
8801,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão)"
21685,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão)"
9321,Rebolo (Retificadora direta)
9362,Cilindro Hidráulico 20 Ton
11220,Tocha TIG (LINCOLN)
26701,"Pinça Gás-Lens 2,4MM 13N23(pequena)"
22504,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)"
15048,Projetor LED
7603,Extensão Tripla 220V
5188,Caixa de Ferramenta Mecânico c/ roquete
32357,Cinta Plana 2 Ton 1 Metros
32349,Cinta Plana 2 Ton 1 Metros
27625,Chicote CEE - Schuko Simples
32344,Cinta Plana 2 Ton 3 Metros
32359,Cinta Plana 3 Ton 3 Metros
32356,Cinta Plana 2 Ton 1 Metros
32353,Cinta Plana 2 Ton 1 Metros
32346,Cinta Plana 2 Ton 3 Metros
32348,Cinta Plana 2 Ton 3 Metros
32347,Cinta Plana 2 Ton 3 Metros
32354,Cinta Plana 2 Ton 1 Metros
32355,Cinta Plana 2 Ton 1 Metros
8448,Chicote CEE - Schuko Triplo
10958,Chicote 32 Amp. 5 Pinos - 32 Amp. 4 Pinos
6709,Chicote 32 Amp. 4 Pinos - 16 Amp. 4 Pinos
4310,Retificadora diam. 230 mm
5510,Projetor 24V
9117,Rebolo (Retificadora direta)
35236,Chave Sextavada Umbrako 18 mm
8499,Extensão de Alicate
12100,Cinta Plana 1 Ton 1 Metro
22522,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)"
62962,Aparelho de soldar
23409,Extensão Tripla 220V
6105,Diferencial de 2 Ton
10178,Extensão de Alicate
26492,Projetor LED a bateria
5513,Quadro Elétrico 24V
30630,Chicote CEE - Schuko Triplo
22227,Extensão Tripla 220V
12949,Retificadora diam. 125 mm
11661,Extensão Tripla 220V
20739,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)"
34856,Linha de vida (horizontal)
9776,Caixa de Ferramenta Mecânico
3978,"Aparafusadora de impacto 1/2"""
18233,Mangueira de Oxicorte
7730,Chicote 63 Amp. 5 Pinos - 32 Amp. 4 Pinos
8307,Bomba Hidráulica 700 bar
33038,Máscara reutilizável (25 lavagens)
4404,Berbequim a bateria
4464,Projetor LED a bateria - Perdido paragem 22.0961 - Indicação Nuno Paula
9241,Cinta Plana 4 Ton 6 Metros- Perdido CT 30 14/04/2023
20171,Berbequim pedra / ferro
26705,Vareta TIG Inox ER316LSi 2mm
11118,Maçarico de corte (Lança de corte)
27765,Fresa WELDON HSS 13x30mm
32802,Cinta Plana 1 Ton 1 Metro
31763,Chicote CEE - Schuko Triplo
32905,Cinta Plana 1 Ton 1 Metro
32929,Cinta Plana 2 Ton 1 Metros
32907,Cinta Plana 1 Ton 1 Metro
32908,Cinta Plana 1 Ton 1 Metro
32569,Chicote 16 Amp. 4 Pinos - 32 Amp. 4 Pinos
31775,Chicote CEE - Schuko Triplo
32909,Cinta Plana 1 Ton 1 Metro
32926,Cinta Plana 2 Ton 1 Metros
32570,Chicote 16 Amp. 4 Pinos - 32 Amp. 4 Pinos
32914,Cinta Plana 1 Ton 1 Metro
32571,Chicote 16 Amp. 4 Pinos - 32 Amp. 4 Pinos
3066,Extensão Tripla 220V
32368,"Cinta Plana 1 Ton 1,5 Metros"
32369,"Cinta Plana 1 Ton 1,5 Metros"
32370,"Cinta Plana 1 Ton 1,5 Metros"
3610,Extensão Tripla 220V
61196,Cinta Plana 1 Ton 1 Metro
5727,Extensão de Alicate
61197,Cinta Plana 1 Ton 1 Metro
51241,Nível de precisão horizontal
61198,Cinta Plana 1 Ton 1 Metro
22508,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)"
18982,Chicote 16 Amp. 4 Pinos - 32 Amp. 4 Pinos
15097,"Elétrodo E6013 3,2 mm"
28117,Extensão Tripla 220V
3466,Rebolo (Retificadora direta)
5542,Diferencial de 1 Ton
23532,Diferencial de 1 Ton
18984,Chicote 32 Amp. 5 Pinos - 63 Amp. 5 Pinos
5236,Extensão 63 Amp. 4 Pinos
6234,Antiqueda com chicote em V com amortecedor/absorvedor
3818,Extensão 16 Amp. 5 Pinos
4320,Retificadora a bateria diam. 125 mm
53203,Cinta Plana 2 Ton 2 Metros
4411,Berbequim a bateria
5566,Chicote CEE - Schuko Simples
8425,Extensão Tripla 220V - Perdido CT30
10433,Chicote 32 Amp. 5 Pinos - 32 Amp. 4 Pinos - Perdido CT30
8453,Chicote CEE - Schuko Triplo
33585,Cinta Plana 2 Ton 2 Metros
23124,Extensão Tripla 220V
33616,Cinta Plana 3 Ton 1.5 Metros
33072,Cinta Plana 3 Ton 1 Metros
33063,Cinta Plana 3 Ton 1 Metros
33593,Cinta Plana 2 Ton 2 Metros
37731,Cinta Redonda 4 Ton 2 Metros
13814,"Aparafusadora de impacto 1/2"""
37727,Cinta Redonda 4 Ton 1 Metros
26198,Antiqueda com chicote em V com amortecedor/absorvedor
37728,Cinta Redonda 4 Ton 1 Metros
63266,Berbequim a bateria
11244,Cinta Plana 3 Ton 1 Metros- Perdido CT 30 14/04/2023
23151,Diferencial de 1 Ton
9086,"Aparafusadora de Impacto a bateria 1/2"""
8314,Bomba Hidráulica 700 bar
5122,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)"
5957,Projetor LED a bateria
5459,Caixa de Ferramenta Mecânico
13608,Extensão Tripla 220V
9972,Arnês de Segurança
8378,"Manilha de 3/4"""
7848,Cinta Plana 4 Ton 6 Metros
8374,"Manilha de 3/4"""
8584,"Cinta Plana 2 Ton 1,5 Metros"
11621,Cinta Plana 2 Ton 1 Metro
8373,"Manilha de 3/4"""
8583,"Cinta Plana 2 Ton 1,5 Metros"
8375,"Manilha de 3/4"""
8580,"Cinta Plana 2 Ton 1,5 Metros"
29581,Cabo Elétrico H07RN-F(FBBN) 5G4
12938,Retificadora diam. 230 mm
20631,Chicote CEE - Schuko Triplo
13174,Extensão Tripla 220V
4231,Extensão 16 Amp. 5 Pinos
6074,Extrator / Ventilador de Ar
23153,Diferencial de 1 Ton
21495,Projetor LED
59455,Cinta Plana 1 Ton 1 Metro
29248,(NÃO USAR) Jogo Espevitador para limpeza Bicos de Maçarico
32850,Chicote CEE - Schuko Triplo
23148,Diferencial de 1 Ton
2910,Extensão Tripla 220V
33888,Projetor LED 80W
33900,Carro duplo de transporte de gás
33611,Extensão Tripla 220V
33903,Retificadora diam. 230 mm
33904,Retificadora diam. 230 mm
52167,Aparelho de soldar
33610,Extensão Tripla 220V
33898,Projetor LED 150W
33910,Extensão Tripla 220V
33912,Extensão Tripla 220V
22491,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão)"
9099,Projetor LED a bateria
26114,Cinta Plana 4 Ton 4 Metros
4907,Serra-Sabre a bateria
3283,Diferencial de 1 Ton
26835,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão) - Perdido Contentor 27"
53956,Retificadora diam. 230 mm
13833,Caixa de ferramenta Serralheiro
5572,Chicote CEE - Schuko Triplo - Perdido Contentor 30
24291,Toldo de 40 a 60m2
22511,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)"
12543,Mangueira de Ar
7476,Chicote 63 Amp. 5 Pinos - 32 Amp. 4 Pinos
4705,Rebolo (Retificadora direta)
25839,Mangueira de Ar (branca)
31881,Caixa de Ferramenta Mecânico
10345,"Jogo de Chaves de Caixa 1/2"" com roquete"
10347,"Jogo de Chaves de Caixa 3/4"" com roquete"
4031,"Aparafusadora de impacto 3/4"""
8579,"Cinta Plana 2 Ton 1,5 Metros"
15461,Retificadora diam. 125 mm (sistema homem morto)
8383,"Manilha de 5/8""_Não picado obra_230081_1/7/2023"
13994,Extensão Tripla 220V
10333,Extensão 32 Amp. 4 Pinos
9081,"Aparafusadora de Impacto a bateria 1/2"""
7485,Chicote 32 Amp. 5 Pinos - 32 Amp. 4 Pinos
2365,Aparelho de soldar
4229,Extensão 16 Amp. 5 Pinos
36472,"Aparafusadora de impacto a bateria 1"""
7045,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão)"
13158,Purgador e lubrificador de ar
5226,Chicote 63 Amp. 4 Pinos - 63 Amp. 5 Pinos
114325,Contentor de Lixo
8937,"Aparafusadora de Impacto a bateria 3/4"""
52223,"Jogo de Chaves de Caixa 1/2"" com roquete Métrico e Polegadas"
6148,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)"
4612,Chicote CEE - Schuko Simples
14608,Mangueira de Ar
9095,Retificadora a bateria diam. 125 mm - Perdido Contentor 30
11768,Maçarico de corte (Lança de corte)
10425,Chicote 32 Amp. 4 Pinos - 16 Amp. 4 Pinos
23484,Chave de Estrelas Philips PH3 150x275 (grandes)
30685,Extensão de 24 Volt
30680,Extensão de 24 Volt
30682,Extensão de 24 Volt
30683,Extensão de 24 Volt
30684,Extensão de 24 Volt
31330,Cinta Plana 8 Ton 10 Metros
8173,Arnês de Segurança
22487,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão)"
87704,Conjunto Chave Pancada Luneta em Polegadas
4954,Chicote 63 Amp. 4 Pinos - 32 Amp. 4 Pinos
5663,Berbequim de ferro
9353,Bomba Hidráulica 700 bar
9875,Arnês de Segurança
23416,Tocha de plasma (Lincoln)
23415,Máquina de corte a plasma
17555,Extintor Pó-Químico ABC
23161,Diferencial de 1 Ton
52352,Desandador manual machos N3
27784,Fresa WELDON HSS 26x30mm
24689,"Manilhas de 1+1/2"""
30501,Terminal de Olhal M3 Azul
5527,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)"
6014,Extensão Tripla 220V
8445,Chicote CEE - Schuko Triplo
23071,"Chave de caixa sextavada 3/4"" 41 mm"
34747,Cinta Plana 2 Ton 2 Metros
15821,"Jogo de Chaves de Caixa 1"" com roquete"
5100,Diferencial de 1 Ton
6777,Diferencial de 1 Ton
10318,Aparelho de Soldar
6258,Arnês de Segurança
34072,Extensão 32 Amp. 4 Pinos
6229,Antiqueda com chicote em V com amortecedor/absorvedor
8675,Diferencial de 1 Ton
22501,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão)"
9503,Extensão Tripla 220V
11665,Extensão Tripla 220V
9047,Retificadora diam. 125 mm
20245,"Aparafusadora de impacto a bateria 1/2"""
8857,Mangueira de Oxicorte
9996,Antiqueda com chicote em V com amortecedor/absorvedor - Perdido CT30
8855,Mangueira de Oxicorte
16117,Antiqueda com chicote em V com amortecedor/absorvedor
31755,"Aparafusadora de impacto a bateria 1/2"""
4318,Retificadora a bateria diam. 125 mm
27975,Extensão Tripla 220V
23808,Baú de Arrumação
50498,Mangueira de Oxicorte
31322,Cinta Plana 8 Ton 10 Metros
5110,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)"
13507,Aparelho de soldar TIG (com vrd)
